Success Rate,Ecological Navigation Score,Navigation Score,Infraction Count (/m),Energy Consumption (J/m),FPS (/s),Route Completion (%),Avg. Route Deviation (m),Distance covered (km),Time taken (s),Number of steps taken by local model,Number of steps taken by global model
1,90.90909090909088,100.0,0.0,0.25196234717039967,251.82411523869217,100.0,0.221624757986846,0.05200880247124823,45.25934863090515,572,0
1,90.7152552633744,99.7867807897119,0.003079387063320271,0.2716019389848494,239.82179163065837,100.0,0.21378571888702586,0.05200880247124823,46.24457669258118,588,0
1,90.90909090909085,100.0,0.0,0.27652373983695505,213.89725214013876,100.0,0.28595427094856013,0.05200880247124823,47.22443151473999,592,0
1,90.72221300442635,99.79443430486906,0.0029687384898783795,0.2787645441995819,208.64359135242722,100.0,0.24731588210297306,0.05200880247124823,49.70035743713379,626,0
1,90.90909090909085,100.0,0.0,0.27422851944689636,258.5489013238498,100.0,0.24105656022775798,0.05200880247124823,47.824758529663086,614,0
1,90.90909090909085,100.0,0.0,0.2716440290478036,258.06402357638257,100.0,0.2486055038031571,0.05200880247124823,46.5681369304657,594,0
1,90.71696512680042,99.78866163948054,0.003052194412752634,0.28476973870982286,227.476292394647,100.0,0.2911702701748267,0.05200880247124823,49.32883095741272,622,0
